time_offset,driver_number,x,y,speed,rpm,n_gear,throttle,brake,drs,gap_to_leader,interval,position,lap_number,sector_1,sector_2,sector_3,lap_time,compound,tyre_age
68,24,-6734,-8973,0,3937,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
269,24,-6734,-8973,0,3967,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
568,24,-6734,-8973,0,4013,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
927,24,-6734,-8973,0,4050,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
1207,24,-6734,-8973,0,4019,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
1548,24,-6734,-8973,0,4017,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
1848,24,-6734,-8973,0,4008,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
2068,24,-6734,-8973,0,3922,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
2388,24,-6734,-8973,0,4006,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
2648,24,-6734,-8973,0,3987,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
2808,24,-6734,-8973,0,4011,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
2988,24,-6734,-8973,0,4009,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
3149,24,-6734,-8973,0,4009,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
3528,24,-6734,-8973,0,4004,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
3908,24,-6734,-8973,0,4032,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
4368,24,-6734,-8973,0,3969,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
4708,24,-6734,-8973,0,3969,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
5109,24,-6734,-8973,0,3987,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
5309,24,-6734,-8973,0,3992,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
5609,24,-6734,-8973,0,4000,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
5788,24,-6734,-8973,0,4010,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
6048,24,-6734,-8973,0,4002,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
6249,24,-6734,-8973,0,4016,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
6449,24,-6734,-8973,0,4061,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
6689,24,-6734,-8973,0,4064,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
6968,24,-6734,-8973,0,4034,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
7108,24,-6734,-8973,0,4034,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
7488,24,-6734,-8973,0,3965,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
7668,24,-6734,-8973,0,4039,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
8007,24,-6734,-8973,0,3987,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
8208,24,-6734,-8973,0,4034,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
8488,24,-6734,-8973,0,4006,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
8948,24,-6734,-8973,0,4045,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
9109,24,-6734,-8973,0,4045,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
10168,24,-6734,-8973,0,4037,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
10428,24,-6734,-8973,0,4037,0,0,0,1,41.316,4.83,17,0.0,0.0,0.0,0.0,0.0,,0.0
